City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
616,Castle Douglas,54.94,-3.93,53.01,92,100,2.71,GB,2020-09-06 23:05:01
617,Korla,41.76,86.15,75.99,74,58,5.01,CN,2020-09-06 23:05:01
618,Kidodi,-7.6,37.0,67.84,74,31,1.41,TZ,2020-09-06 23:05:01
619,Fort William,56.82,-5.11,55.99,89,98,3.0,GB,2020-09-06 23:05:02
620,Upington,-28.45,21.26,55.4,35,0,4.7,ZA,2020-09-06 23:05:02
621,Samana,19.21,-69.34,84.2,79,40,4.7,DO,2020-09-06 23:05:02
622,Havre-Saint-Pierre,50.23,-63.6,51.8,76,1,13.87,CA,2020-09-06 23:05:02
623,Tessalit,20.2,1.01,91.0,30,34,5.59,ML,2020-09-06 23:05:03
624,Marystown,47.17,-55.15,60.01,100,13,4.63,CA,2020-09-06 23:05:03
625,Esfarayen,37.08,57.51,69.8,22,0,4.7,IR,2020-09-06 23:05:04
626,Laguna,38.42,-121.42,111.0,15,1,9.17,US,2020-09-06 23:05:04
627,Wanning,18.8,110.4,81.84,83,100,8.61,CN,2020-09-06 23:05:04
628,Asnaes,55.81,11.5,55.0,79,0,7.0,DK,2020-09-06 23:05:04
629,Iraray,8.99,118.05,81.12,78,93,3.0,PH,2020-09-06 23:05:05
630,Goundam,16.41,-3.67,90.9,44,12,5.39,ML,2020-09-06 23:05:05
631,Deputatskiy,69.3,139.9,40.82,95,100,3.36,RU,2020-09-06 23:05:05
632,Mogapi,-22.32,27.83,50.52,85,0,8.55,BW,2020-09-06 23:05:06
633,Isla Mujeres,21.23,-86.73,86.0,70,75,8.05,MX,2020-09-06 23:05:06
634,Holeby,54.71,11.46,57.0,91,8,11.88,DK,2020-09-06 23:05:06
635,Privas,44.58,4.5,66.0,46,4,4.0,FR,2020-09-06 23:05:06
636,Isugod,9.34,118.12,81.66,77,100,0.49,PH,2020-09-06 23:05:07
637,Vigrestad,58.57,5.7,51.01,95,14,18.05,NO,2020-09-06 23:05:07
638,Olonets,60.98,32.97,52.65,93,2,3.85,RU,2020-09-06 23:05:07
639,Goure,13.98,10.27,77.0,74,92,5.01,NE,2020-09-06 23:05:07
640,Sumbe,-11.21,13.84,70.63,85,21,1.79,AO,2020-09-06 23:05:08
641,Burgeo,47.62,-57.62,57.99,81,0,9.24,CA,2020-09-06 23:05:08
642,Iranshahr,27.2,60.68,86.18,13,0,8.63,IR,2020-09-06 23:05:08
643,Sorland,67.67,12.69,51.21,81,100,4.25,NO,2020-09-06 23:05:09
644,Fukue,32.69,128.84,75.92,85,100,38.41,JP,2020-09-06 23:05:09
645,Karaton,-6.34,106.1,81.0,83,20,3.36,ID,2020-09-06 23:05:09
646,Lugo,43.0,-7.5,55.99,100,26,8.99,ES,2020-09-06 23:05:09
647,Krasnoyarka,55.33,73.12,42.8,100,75,11.18,RU,2020-09-06 23:05:10
648,Sao Jose Da Coroa Grande,-8.9,-35.15,73.65,78,2,9.06,BR,2020-09-06 23:05:10
649,Mombetsu,44.35,143.35,73.99,78,66,3.0,JP,2020-09-06 23:05:10
650,Kungurtug,50.6,97.52,44.22,85,0,3.24,RU,2020-09-06 23:05:11
651,Bagnes,46.08,7.22,60.8,59,75,6.93,CH,2020-09-06 23:05:11
652,Howard Springs,-12.5,131.05,81.0,78,44,4.7,AU,2020-09-06 23:05:11
653,Kulhudhuffushi,6.62,73.07,82.13,77,100,16.62,MV,2020-09-06 23:04:37
654,San Pedro,14.35,121.02,82.99,83,100,3.36,PH,2020-09-06 23:02:49
655,Lanzhou,36.06,103.79,61.0,71,0,1.23,CN,2020-09-06 23:05:11
656,Udachnyy,66.42,112.4,30.2,100,90,4.47,RU,2020-09-06 23:02:41
657,Bogatyye Saby,56.01,50.45,49.59,83,0,4.59,RU,2020-09-06 23:05:12
658,Krynychky,48.38,34.47,62.6,51,32,8.95,UA,2020-09-06 23:05:12
659,Kommunar,59.62,30.39,54.0,87,3,4.47,RU,2020-09-06 23:05:12
660,Talas,38.69,35.55,59.0,67,5,4.7,TR,2020-09-06 23:05:13
661,Surok,56.45,48.12,50.0,66,0,4.47,RU,2020-09-06 23:05:13
662,Vila Franca Do Campo,37.72,-25.43,68.0,77,40,17.22,PT,2020-09-06 23:05:13
